hour_of_year,month,hour,lrmer_co2e_c,synthetic
2213,4,5,282.74505178986396,False
2214,4,6,164.90780368398268,False
2215,4,7,130.65639222016435,False
2216,4,8,113.25150106085646,False
2217,4,9,122.82343204749516,False
2218,4,10,129.9253221905703,False
2219,4,11,122.32953343323398,False
2220,4,12,126.41243274673613,False
2221,4,13,113.3502334932533,False
2222,4,14,114.99295821905652,False
2223,4,15,122.5662208636424,False
2224,4,16,135.93069015432675,False
2225,4,17,245.37439418224005,False
2226,4,18,318.0928801863618,False
2227,4,19,316.7734407230021,False
2228,4,20,312.6286119829527,False
2229,4,21,299.0144477313335,False
2230,4,22,294.6231081816986,False
2231,4,23,295.4220504797914,False
2232,4,0,301.092168738051,False
2233,4,1,294.8865762418775,False
2234,4,2,288.3985927958518,False
2235,4,3,288.4882444451397,False
2236,4,4,285.7544430990663,False
2237,4,5,282.74505178986396,False
2238,4,6,164.90780368398268,False
2239,4,7,130.65639222016435,False
2240,4,8,113.25150106085646,False
2241,4,9,122.82343204749516,False
2242,4,10,129.9253221905703,False
2243,4,11,122.32953343323398,False
2244,4,12,126.41243274673613,False
2245,4,13,113.3502334932533,False
2246,4,14,114.99295821905652,False
2247,4,15,122.5662208636424,False
2248,4,16,135.93069015432675,False
2249,4,17,245.37439418224005,False
2250,4,18,318.0928801863618,False
2251,4,19,316.7734407230021,False
2252,4,20,312.6286119829527,False
2253,4,21,299.0144477313335,False
2254,4,22,294.6231081816986,False
2255,4,23,295.4220504797914,False
2256,4,0,301.092168738051,False
2257,4,1,294.8865762418775,False
2258,4,2,288.3985927958518,False
2259,4,3,288.4882444451397,False
2260,4,4,285.7544430990663,False
2261,4,5,282.74505178986396,False
2262,4,6,164.90780368398268,False
2263,4,7,130.65639222016435,False
2264,4,8,113.25150106085646,False
2265,4,9,122.82343204749516,False
2266,4,10,129.9253221905703,False
2267,4,11,122.32953343323398,False
2268,4,12,126.41243274673613,False
2269,4,13,113.3502334932533,False
2270,4,14,114.99295821905652,False
2271,4,15,122.5662208636424,False
2272,4,16,135.93069015432675,False
2273,4,17,245.37439418224005,False
2274,4,18,318.0928801863618,False
2275,4,19,316.7734407230021,False
2276,4,20,312.6286119829527,False
2277,4,21,299.0144477313335,False
2278,4,22,294.6231081816986,False
2279,4,23,295.4220504797914,False
2280,4,0,301.092168738051,False
2281,4,1,294.8865762418775,False
2282,4,2,288.3985927958518,False
2283,4,3,288.4882444451397,False
2284,4,4,285.7544430990663,False
2285,4,5,282.74505178986396,False
2286,4,6,164.90780368398268,False
2287,4,7,130.65639222016435,False
2288,4,8,113.25150106085646,False
2289,4,9,122.82343204749516,False
2290,4,10,129.9253221905703,False
2291,4,11,122.32953343323398,False
2292,4,12,126.41243274673613,False
2293,4,13,113.3502334932533,False
2294,4,14,114.99295821905652,False
2295,4,15,122.5662208636424,False
2296,4,16,135.93069015432675,False
2297,4,17,245.37439418224005,False
2298,4,18,318.0928801863618,False
2299,4,19,316.7734407230021,False
2300,4,20,312.6286119829527,False
2301,4,21,299.0144477313335,False
2302,4,22,294.6231081816986,False
2303,4,23,295.4220504797914,False
2304,4,0,301.092168738051,False
2305,4,1,294.8865762418775,False
2306,4,2,288.3985927958518,False
2307,4,3,288.4882444451397,False
2308,4,4,285.7544430990663,False
2309,4,5,282.74505178986396,False
2310,4,6,164.90780368398268,False
2311,4,7,130.65639222016435,False
2312,4,8,113.25150106085646,False
2313,4,9,122.82343204749516,False
2314,4,10,129.9253221905703,False
2315,4,11,122.32953343323398,False
2316,4,12,126.41243274673613,False
2317,4,13,113.3502334932533,False
2318,4,14,114.99295821905652,False
2319,4,15,122.5662208636424,False
2320,4,16,135.93069015432675,False
2321,4,17,245.37439418224005,False
2322,4,18,318.0928801863618,False
2323,4,19,316.7734407230021,False
2324,4,20,312.6286119829527,False
2325,4,21,299.0144477313335,False
2326,4,22,294.6231081816986,False
2327,4,23,295.4220504797914,False
2328,4,0,301.092168738051,False
2329,4,1,294.8865762418775,False
2330,4,2,288.3985927958518,False
2331,4,3,288.4882444451397,False
2332,4,4,285.7544430990663,False
2333,4,5,282.74505178986396,False
2334,4,6,164.90780368398268,False
2335,4,7,130.65639222016435,False
2336,4,8,113.25150106085646,False
2337,4,9,122.82343204749516,False
2338,4,10,129.9253221905703,False
2339,4,11,122.32953343323398,False
2340,4,12,126.41243274673613,False
2341,4,13,113.3502334932533,False
2342,4,14,114.99295821905652,False
2343,4,15,122.5662208636424,False
2344,4,16,135.93069015432675,False
2345,4,17,245.37439418224005,False
2346,4,18,318.0928801863618,False
2347,4,19,316.7734407230021,False
2348,4,20,312.6286119829527,False
2349,4,21,299.0144477313335,False
2350,4,22,294.6231081816986,False
2351,4,23,295.4220504797914,False
2352,4,0,301.092168738051,False
2353,4,1,294.8865762418775,False
2354,4,2,288.3985927958518,False
2355,4,3,288.4882444451397,False
2356,4,4,285.7544430990663,False
2357,4,5,282.74505178986396,False
2358,4,6,164.90780368398268,False
2359,4,7,130.65639222016435,False
2360,4,8,113.25150106085646,False
2361,4,9,122.82343204749516,False
2362,4,10,129.9253221905703,False
2363,4,11,122.32953343323398,False
2364,4,12,126.41243274673613,False
2365,4,13,113.3502334932533,False
2366,4,14,114.99295821905652,False
2367,4,15,122.5662208636424,False
2368,4,16,135.93069015432675,False
2369,4,17,245.37439418224005,False
2370,4,18,318.0928801863618,False
2371,4,19,316.7734407230021,False
2372,4,20,312.6286119829527,False
2373,4,21,299.0144477313335,False
2374,4,22,294.6231081816986,False
2375,4,23,295.4220504797914,False
2376,4,0,301.092168738051,False
2377,4,1,294.8865762418775,False
2378,4,2,288.3985927958518,False
2379,4,3,288.4882444451397,False
2380,4,4,285.7544430990663,False
2381,4,5,282.74505178986396,False
2382,4,6,164.90780368398268,False
2383,4,7,130.65639222016435,False
2384,4,8,113.25150106085646,False
2385,4,9,122.82343204749516,False
2386,4,10,129.9253221905703,False
2387,4,11,122.32953343323398,False
2388,4,12,126.41243274673613,False
2389,4,13,113.3502334932533,False
2390,4,14,114.99295821905652,False
2391,4,15,122.5662208636424,False
2392,4,16,135.93069015432675,False
2393,4,17,245.37439418224005,False
2394,4,18,318.0928801863618,False
2395,4,19,316.7734407230021,False
2396,4,20,312.6286119829527,False
2397,4,21,299.0144477313335,False
2398,4,22,294.6231081816986,False
2399,4,23,295.4220504797914,False
2400,4,0,301.092168738051,False
2401,4,1,294.8865762418775,False
2402,4,2,288.3985927958518,False
2403,4,3,288.4882444451397,False
2404,4,4,285.7544430990663,False
2405,4,5,282.74505178986396,False
2406,4,6,164.90780368398268,False
2407,4,7,130.65639222016435,False
2408,4,8,113.25150106085646,False
2409,4,9,122.82343204749516,False
2410,4,10,129.9253221905703,False
2411,4,11,122.32953343323398,False
2412,4,12,126.41243274673613,False
2413,4,13,113.3502334932533,False
2414,4,14,114.99295821905652,False
2415,4,15,122.5662208636424,False
2416,4,16,135.93069015432675,False
2417,4,17,245.37439418224005,False
2418,4,18,318.0928801863618,False
2419,4,19,316.7734407230021,False
2420,4,20,312.6286119829527,False
2421,4,21,299.0144477313335,False
2422,4,22,294.6231081816986,False
2423,4,23,295.4220504797914,False
2424,4,0,301.092168738051,False
2425,4,1,294.8865762418775,False
2426,4,2,288.3985927958518,False
2427,4,3,288.4882444451397,False
2428,4,4,285.7544430990663,False
2429,4,5,282.74505178986396,False
2430,4,6,164.90780368398268,False
2431,4,7,130.65639222016435,False
2432,4,8,113.25150106085646,False
2433,4,9,122.82343204749516,False
2434,4,10,129.9253221905703,False
2435,4,11,122.32953343323398,False
2436,4,12,126.41243274673613,False
2437,4,13,113.3502334932533,False
2438,4,14,114.99295821905652,False
2439,4,15,122.5662208636424,False
2440,4,16,135.93069015432675,False
2441,4,17,245.37439418224005,False
2442,4,18,318.0928801863618,False
2443,4,19,316.7734407230021,False
2444,4,20,312.6286119829527,False
2445,4,21,299.0144477313335,False
2446,4,22,294.6231081816986,False
2447,4,23,295.4220504797914,False
2448,4,0,301.092168738051,False
2449,4,1,294.8865762418775,False
2450,4,2,288.3985927958518,False
2451,4,3,288.4882444451397,False
2452,4,4,285.7544430990663,False
2453,4,5,282.74505178986396,False
2454,4,6,164.90780368398268,False
2455,4,7,130.65639222016435,False
2456,4,8,113.25150106085646,False
2457,4,9,122.82343204749516,False
2458,4,10,129.9253221905703,False
2459,4,11,122.32953343323398,False
2460,4,12,126.41243274673613,False
2461,4,13,113.3502334932533,False
2462,4,14,114.99295821905652,False
2463,4,15,122.5662208636424,False
2464,4,16,135.93069015432675,False
2465,4,17,245.37439418224005,False
2466,4,18,318.0928801863618,False
2467,4,19,316.7734407230021,False
2468,4,20,312.6286119829527,False
2469,4,21,299.0144477313335,False
2470,4,22,294.6231081816986,False
2471,4,23,295.4220504797914,False
2472,4,0,301.092168738051,False
2473,4,1,294.8865762418775,False
2474,4,2,288.3985927958518,False
2475,4,3,288.4882444451397,False
2476,4,4,285.7544430990663,False
2477,4,5,282.74505178986396,False
2478,4,6,164.90780368398268,False
2479,4,7,130.65639222016435,False
2480,4,8,113.25150106085646,False
2481,4,9,122.82343204749516,False
2482,4,10,129.9253221905703,False
2483,4,11,122.32953343323398,False
2484,4,12,126.41243274673613,False
2485,4,13,113.3502334932533,False
2486,4,14,114.99295821905652,False
2487,4,15,122.5662208636424,False
2488,4,16,135.93069015432675,False
2489,4,17,245.37439418224005,False
2490,4,18,318.0928801863618,False
2491,4,19,316.7734407230021,False
2492,4,20,312.6286119829527,False
2493,4,21,299.0144477313335,False
2494,4,22,294.6231081816986,False
2495,4,23,295.4220504797914,False
2496,4,0,301.092168738051,False
2497,4,1,294.8865762418775,False
2498,4,2,288.3985927958518,False
2499,4,3,288.4882444451397,False
2500,4,4,285.7544430990663,False
2501,4,5,282.74505178986396,False
2502,4,6,164.90780368398268,False
2503,4,7,130.65639222016435,False
2504,4,8,113.25150106085646,False
2505,4,9,122.82343204749516,False
2506,4,10,129.9253221905703,False
2507,4,11,122.32953343323398,False
2508,4,12,126.41243274673613,False
2509,4,13,113.3502334932533,False
2510,4,14,114.99295821905652,False
2511,4,15,122.5662208636424,False
2512,4,16,135.93069015432675,False
2513,4,17,245.37439418224005,False
2514,4,18,318.0928801863618,False
2515,4,19,316.7734407230021,False
2516,4,20,312.6286119829527,False
2517,4,21,299.0144477313335,False
2518,4,22,294.6231081816986,False
2519,4,23,295.4220504797914,False
2520,4,0,301.092168738051,False
2521,4,1,294.8865762418775,False
2522,4,2,288.3985927958518,False
2523,4,3,288.4882444451397,False
2524,4,4,285.7544430990663,False
2525,4,5,282.74505178986396,False
2526,4,6,164.90780368398268,False
2527,4,7,130.65639222016435,False
2528,4,8,113.25150106085646,False
2529,4,9,122.82343204749516,False
2530,4,10,129.9253221905703,False
2531,4,11,122.32953343323398,False
2532,4,12,126.41243274673613,False
2533,4,13,113.3502334932533,False
2534,4,14,114.99295821905652,False
2535,4,15,122.5662208636424,False
2536,4,16,135.93069015432675,False
2537,4,17,245.37439418224005,False
2538,4,18,318.0928801863618,False
2539,4,19,316.7734407230021,False
2540,4,20,312.6286119829527,False
2541,4,21,299.0144477313335,False
2542,4,22,294.6231081816986,False
2543,4,23,295.4220504797914,False
2544,4,0,301.092168738051,False
2545,4,1,294.8865762418775,False
2546,4,2,288.3985927958518,False
2547,4,3,288.4882444451397,False
2548,4,4,285.7544430990663,False
2549,4,5,282.74505178986396,False
2550,4,6,164.90780368398268,False
2551,4,7,130.65639222016435,False
2552,4,8,113.25150106085646,False
2553,4,9,122.82343204749516,False
2554,4,10,129.9253221905703,False
2555,4,11,122.32953343323398,False
2556,4,12,126.41243274673613,False
2557,4,13,113.3502334932533,False
2558,4,14,114.99295821905652,False
2559,4,15,122.5662208636424,False
2560,4,16,135.93069015432675,False
2561,4,17,245.37439418224005,False
2562,4,18,318.0928801863618,False
2563,4,19,316.7734407230021,False
2564,4,20,312.6286119829527,False
2565,4,21,299.0144477313335,False
2566,4,22,294.6231081816986,False
2567,4,23,295.4220504797914,False
2568,4,0,301.092168738051,False
2569,4,1,294.8865762418775,False
2570,4,2,288.3985927958518,False
2571,4,3,288.4882444451397,False
2572,4,4,285.7544430990663,False
2573,4,5,282.74505178986396,False
2574,4,6,164.90780368398268,False
2575,4,7,130.65639222016435,False
2576,4,8,113.25150106085646,False
2577,4,9,122.82343204749516,False
2578,4,10,129.9253221905703,False
2579,4,11,122.32953343323398,False
2580,4,12,126.41243274673613,False
2581,4,13,113.3502334932533,False
2582,4,14,114.99295821905652,False
2583,4,15,122.5662208636424,False
2584,4,16,135.93069015432675,False
2585,4,17,245.37439418224005,False
2586,4,18,318.0928801863618,False
2587,4,19,316.7734407230021,False
2588,4,20,312.6286119829527,False
2589,4,21,299.0144477313335,False
2590,4,22,294.6231081816986,False
2591,4,23,295.4220504797914,False
2592,4,0,301.092168738051,False
2593,4,1,294.8865762418775,False
2594,4,2,288.3985927958518,False
2595,4,3,288.4882444451397,False
2596,4,4,285.7544430990663,False
2597,4,5,282.74505178986396,False
2598,4,6,164.90780368398268,False
2599,4,7,130.65639222016435,False
2600,4,8,113.25150106085646,False
2601,4,9,122.82343204749516,False
2602,4,10,129.9253221905703,False
2603,4,11,122.32953343323398,False
2604,4,12,126.41243274673613,False
2605,4,13,113.3502334932533,False
2606,4,14,114.99295821905652,False
2607,4,15,122.5662208636424,False
2608,4,16,135.93069015432675,False
2609,4,17,245.37439418224005,False
2610,4,18,318.0928801863618,False
2611,4,19,316.7734407230021,False
2612,4,20,312.6286119829527,False
2613,4,21,299.0144477313335,False
2614,4,22,294.6231081816986,False
2615,4,23,295.4220504797914,False
2616,4,0,301.092168738051,False
2617,4,1,294.8865762418775,False
2618,4,2,288.3985927958518,False
2619,4,3,288.4882444451397,False
2620,4,4,285.7544430990663,False
2621,4,5,282.74505178986396,False
2622,4,6,164.90780368398268,False
2623,4,7,130.65639222016435,False
2624,4,8,113.25150106085646,False
2625,4,9,122.82343204749516,False
2626,4,10,129.9253221905703,False
2627,4,11,122.32953343323398,False
2628,4,12,126.41243274673613,False
2629,4,13,113.3502334932533,False
2630,4,14,114.99295821905652,False
2631,4,15,122.5662208636424,False
2632,4,16,135.93069015432675,False
2633,4,17,245.37439418224005,False
2634,4,18,318.0928801863618,False
2635,4,19,316.7734407230021,False
2636,4,20,312.6286119829527,False
2637,4,21,299.0144477313335,False
2638,4,22,294.6231081816986,False
2639,4,23,295.4220504797914,False
2640,4,0,301.092168738051,False
2641,4,1,294.8865762418775,False
2642,4,2,288.3985927958518,False
2643,4,3,288.4882444451397,False
2644,4,4,285.7544430990663,False
2645,4,5,282.74505178986396,False
2646,4,6,164.90780368398268,False
2647,4,7,130.65639222016435,False
2648,4,8,113.25150106085646,False
2649,4,9,122.82343204749516,False
2650,4,10,129.9253221905703,False
2651,4,11,122.32953343323398,False
2652,4,12,126.41243274673613,False
2653,4,13,113.3502334932533,False
2654,4,14,114.99295821905652,False
2655,4,15,122.5662208636424,False
2656,4,16,135.93069015432675,False
2657,4,17,245.37439418224005,False
2658,4,18,318.0928801863618,False
2659,4,19,316.7734407230021,False
2660,4,20,312.6286119829527,False
2661,4,21,299.0144477313335,False
2662,4,22,294.6231081816986,False
2663,4,23,295.4220504797914,False
2664,4,0,301.092168738051,False
2665,4,1,294.8865762418775,False
2666,4,2,288.3985927958518,False
2667,4,3,288.4882444451397,False
2668,4,4,285.7544430990663,False
2669,4,5,282.74505178986396,False
2670,4,6,164.90780368398268,False
2671,4,7,130.65639222016435,False
2672,4,8,113.25150106085646,False
2673,4,9,122.82343204749516,False
2674,4,10,129.9253221905703,False
2675,4,11,122.32953343323398,False
2676,4,12,126.41243274673613,False
2677,4,13,113.3502334932533,False
2678,4,14,114.99295821905652,False
2679,4,15,122.5662208636424,False
2680,4,16,135.93069015432675,False
2681,4,17,245.37439418224005,False
2682,4,18,318.0928801863618,False
2683,4,19,316.7734407230021,False
2684,4,20,312.6286119829527,False
2685,4,21,299.0144477313335,False
2686,4,22,294.6231081816986,False
2687,4,23,295.4220504797914,False
2688,4,0,301.092168738051,False
2689,4,1,294.8865762418775,False
2690,4,2,288.3985927958518,False
2691,4,3,288.4882444451397,False
2692,4,4,285.7544430990663,False
2693,4,5,282.74505178986396,False
2694,4,6,164.90780368398268,False
2695,4,7,130.65639222016435,False
2696,4,8,113.25150106085646,False
2697,4,9,122.82343204749516,False
2698,4,10,129.9253221905703,False
2699,4,11,122.32953343323398,False
2700,4,12,126.41243274673613,False
2701,4,13,113.3502334932533,False
2702,4,14,114.99295821905652,False
2703,4,15,122.5662208636424,False
2704,4,16,135.93069015432675,False
2705,4,17,245.37439418224005,False
2706,4,18,318.0928801863618,False
2707,4,19,316.7734407230021,False
2708,4,20,312.6286119829527,False
2709,4,21,299.0144477313335,False
2710,4,22,294.6231081816986,False
2711,4,23,295.4220504797914,False
2712,4,0,301.092168738051,False
2713,4,1,294.8865762418775,False
2714,4,2,288.3985927958518,False
2715,4,3,288.4882444451397,False
2716,4,4,285.7544430990663,False
2717,4,5,282.74505178986396,False
2718,4,6,164.90780368398268,False
2719,4,7,130.65639222016435,False
2720,4,8,113.25150106085646,False
2721,4,9,122.82343204749516,False
2722,4,10,129.9253221905703,False
2723,4,11,122.32953343323398,False
2724,4,12,126.41243274673613,False
2725,4,13,113.3502334932533,False
2726,4,14,114.99295821905652,False
2727,4,15,122.5662208636424,False
2728,4,16,135.93069015432675,False
2729,4,17,245.37439418224005,False
2730,4,18,318.0928801863618,False
2731,4,19,316.7734407230021,False
2732,4,20,312.6286119829527,False
2733,4,21,299.0144477313335,False
2734,4,22,294.6231081816986,False
2735,4,23,295.4220504797914,False
2736,4,0,301.092168738051,False
2737,4,1,294.8865762418775,False
2738,4,2,288.3985927958518,False
2739,4,3,288.4882444451397,False
2740,4,4,285.7544430990663,False
2741,4,5,282.74505178986396,False
2742,4,6,164.90780368398268,False
2743,4,7,130.65639222016435,False
2744,4,8,113.25150106085646,False
2745,4,9,122.82343204749516,False
2746,4,10,129.9253221905703,False
2747,4,11,122.32953343323398,False
2748,4,12,126.41243274673613,False
2749,4,13,113.3502334932533,False
2750,4,14,114.99295821905652,False
2751,4,15,122.5662208636424,False
2752,4,16,135.93069015432675,False
2753,4,17,245.37439418224005,False
2754,4,18,318.0928801863618,False
2755,4,19,316.7734407230021,False
2756,4,20,312.6286119829527,False
2757,4,21,299.0144477313335,False
2758,4,22,294.6231081816986,False
2759,4,23,295.4220504797914,False
2760,4,0,301.092168738051,False
2761,4,1,294.8865762418775,False
2762,4,2,288.3985927958518,False
2763,4,3,288.4882444451397,False
2764,4,4,285.7544430990663,False
2765,4,5,282.74505178986396,False
2766,4,6,164.90780368398268,False
2767,4,7,130.65639222016435,False
2768,4,8,113.25150106085646,False
2769,4,9,122.82343204749516,False
2770,4,10,129.9253221905703,False
2771,4,11,122.32953343323398,False
2772,4,12,126.41243274673613,False
2773,4,13,113.3502334932533,False
2774,4,14,114.99295821905652,False
2775,4,15,122.5662208636424,False
2776,4,16,135.93069015432675,False
2777,4,17,245.37439418224005,False
2778,4,18,318.0928801863618,False
2779,4,19,316.7734407230021,False
2780,4,20,312.6286119829527,False
2781,4,21,299.0144477313335,False
2782,4,22,294.6231081816986,False
2783,4,23,295.4220504797914,False
2784,4,0,301.092168738051,False
2785,4,1,294.8865762418775,False
2786,4,2,288.3985927958518,False
2787,4,3,288.4882444451397,False
2788,4,4,285.7544430990663,False
2789,4,5,282.74505178986396,False
2790,4,6,164.90780368398268,False
2791,4,7,130.65639222016435,False
2792,4,8,113.25150106085646,False
2793,4,9,122.82343204749516,False
2794,4,10,129.9253221905703,False
2795,4,11,122.32953343323398,False
2796,4,12,126.41243274673613,False
2797,4,13,113.3502334932533,False
2798,4,14,114.99295821905652,False
2799,4,15,122.5662208636424,False
2800,4,16,135.93069015432675,False
2801,4,17,245.37439418224005,False
2802,4,18,318.0928801863618,False
2803,4,19,316.7734407230021,False
2804,4,20,312.6286119829527,False
2805,4,21,299.0144477313335,False
2806,4,22,294.6231081816986,False
2807,4,23,295.4220504797914,False
2808,4,0,301.092168738051,False
2809,4,1,294.8865762418775,False
2810,4,2,288.3985927958518,False
2811,4,3,288.4882444451397,False
2812,4,4,285.7544430990663,False
2813,4,5,282.74505178986396,False
2814,4,6,164.90780368398268,False
2815,4,7,130.65639222016435,False
2816,4,8,113.25150106085646,False
2817,4,9,122.82343204749516,False
2818,4,10,129.9253221905703,False
2819,4,11,122.32953343323398,False
2820,4,12,126.41243274673613,False
2821,4,13,113.3502334932533,False
2822,4,14,114.99295821905652,False
2823,4,15,122.5662208636424,False
2824,4,16,135.93069015432675,False
2825,4,17,245.37439418224005,False
2826,4,18,318.0928801863618,False
2827,4,19,316.7734407230021,False
2828,4,20,312.6286119829527,False
2829,4,21,299.0144477313335,False
2830,4,22,294.6231081816986,False
2831,4,23,295.4220504797914,False
2832,4,0,301.092168738051,False
2833,4,1,294.8865762418775,False
2834,4,2,288.3985927958518,False
2835,4,3,288.4882444451397,False
2836,4,4,285.7544430990663,False
2837,4,5,282.74505178986396,False
2838,4,6,164.90780368398268,False
2839,4,7,130.65639222016435,False
2840,4,8,113.25150106085646,False
2841,4,9,122.82343204749516,False
2842,4,10,129.9253221905703,False
2843,4,11,122.32953343323398,False
2844,4,12,126.41243274673613,False
2845,4,13,113.3502334932533,False
2846,4,14,114.99295821905652,False
2847,4,15,122.5662208636424,False
2848,4,16,135.93069015432675,False
2849,4,17,245.37439418224005,False
2850,4,18,318.0928801863618,False
2851,4,19,316.7734407230021,False
2852,4,20,312.6286119829527,False
2853,4,21,299.0144477313335,False
2854,4,22,294.6231081816986,False
2855,4,23,295.4220504797914,False
2856,4,0,301.092168738051,False
2857,4,1,294.8865762418775,False
2858,4,2,288.3985927958518,False
2859,4,3,288.4882444451397,False
2860,4,4,285.7544430990663,False
2861,4,5,282.74505178986396,False
2862,4,6,164.90780368398268,False
2863,4,7,130.65639222016435,False
2864,4,8,113.25150106085646,False
2865,4,9,122.82343204749516,False
2866,4,10,129.9253221905703,False
2867,4,11,122.32953343323398,False
2868,4,12,126.41243274673613,False
2869,4,13,113.3502334932533,False
2870,4,14,114.99295821905652,False
2871,4,15,122.5662208636424,False
2872,4,16,135.93069015432675,False
2873,4,17,245.37439418224005,False
2874,4,18,318.0928801863618,False
2875,4,19,316.7734407230021,False
2876,4,20,312.6286119829527,False
2877,4,21,299.0144477313335,False
2878,4,22,294.6231081816986,False
2879,4,23,295.4220504797914,False
2880,4,0,301.092168738051,False
2881,4,1,294.8865762418775,False
2882,4,2,288.3985927958518,False
2883,4,3,288.4882444451397,False
2884,4,4,285.7544430990663,False
2885,4,5,282.74505178986396,False
2886,4,6,164.90780368398268,False
2887,4,7,130.65639222016435,False
2888,4,8,113.25150106085646,False
2889,4,9,122.82343204749516,False
2890,4,10,129.9253221905703,False
2891,4,11,122.32953343323398,False
2892,4,12,126.41243274673613,False
2893,4,13,113.3502334932533,False
2894,4,14,114.99295821905652,False
2895,4,15,122.5662208636424,False
2896,4,16,135.93069015432675,False
2897,4,17,245.37439418224005,False
2898,4,18,318.0928801863618,False
2899,4,19,316.7734407230021,False
2900,4,20,312.6286119829527,False
2901,4,21,299.0144477313335,False
2902,4,22,294.6231081816986,False
2903,4,23,295.4220504797914,False
2904,5,0,320.6498775628236,False
2905,5,1,314.6827082148234,False
2906,5,2,308.5318965884824,False
2907,5,3,305.95298585291704,False
2908,5,4,306.7781993722353,False
2909,5,5,276.96337434131385,False
2910,5,6,181.4779793198867,False
2911,5,7,166.22828326273176,False
2912,5,8,166.44794562179126,False
2913,5,9,163.9647434521809,False
2914,5,10,162.61866268240925,False
2915,5,11,151.74182334696022,False
2916,5,12,143.1751026516881,False
2917,5,13,135.2897440966961,False
2918,5,14,134.9175668881028,False
2919,5,15,149.09795219988538,False
2920,5,16,175.57395942560544,False
2921,5,17,262.41139977944755,False
2922,5,18,334.57140690571754,False
2923,5,19,332.6932242548714,False
2924,5,20,325.1518302119545,False
2925,5,21,318.7515570301158,False
2926,5,22,318.48306439980485,False
2927,5,23,320.7460315932451,False
2928,5,0,320.6498775628236,False
2929,5,1,314.6827082148234,False
2930,5,2,308.5318965884824,False
2931,5,3,305.95298585291704,False
2932,5,4,306.7781993722353,False
2933,5,5,276.96337434131385,False
2934,5,6,181.4779793198867,False
2935,5,7,166.22828326273176,False
2936,5,8,166.44794562179126,False
2937,5,9,163.9647434521809,False
2938,5,10,162.61866268240925,False
2939,5,11,151.74182334696022,False
2940,5,12,143.1751026516881,False
2941,5,13,135.2897440966961,False
2942,5,14,134.9175668881028,False
2943,5,15,149.09795219988538,False
2944,5,16,175.57395942560544,False
2945,5,17,262.41139977944755,False
2946,5,18,334.57140690571754,False
2947,5,19,332.6932242548714,False
2948,5,20,325.1518302119545,False
2949,5,21,318.7515570301158,False
2950,5,22,318.48306439980485,False
2951,5,23,320.7460315932451,False
2952,5,0,320.6498775628236,False
2953,5,1,314.6827082148234,False
2954,5,2,308.5318965884824,False
2955,5,3,305.95298585291704,False
2956,5,4,306.7781993722353,False
2957,5,5,276.96337434131385,False
2958,5,6,181.4779793198867,False
2959,5,7,166.22828326273176,False
2960,5,8,166.44794562179126,False
2961,5,9,163.9647434521809,False
2962,5,10,162.61866268240925,False
2963,5,11,151.74182334696022,False
2964,5,12,143.1751026516881,False
2965,5,13,135.2897440966961,False
2966,5,14,134.9175668881028,False
2967,5,15,149.09795219988538,False
2968,5,16,175.57395942560544,False
2969,5,17,262.41139977944755,False
2970,5,18,334.57140690571754,False
2971,5,19,332.6932242548714,False
2972,5,20,325.1518302119545,False
2973,5,21,318.7515570301158,False
2974,5,22,318.48306439980485,False
2975,5,23,320.7460315932451,False
2976,5,0,320.6498775628236,False
2977,5,1,314.6827082148234,False
2978,5,2,308.5318965884824,False
2979,5,3,305.95298585291704,False
2980,5,4,306.7781993722353,False
2981,5,5,276.96337434131385,False
2982,5,6,181.4779793198867,False
2983,5,7,166.22828326273176,False
2984,5,8,166.44794562179126,False
2985,5,9,163.9647434521809,False
2986,5,10,162.61866268240925,False
2987,5,11,151.74182334696022,False
2988,5,12,143.1751026516881,False
2989,5,13,135.2897440966961,False
2990,5,14,134.9175668881028,False
2991,5,15,149.09795219988538,False
2992,5,16,175.57395942560544,False
2993,5,17,262.41139977944755,False
2994,5,18,334.57140690571754,False
2995,5,19,332.6932242548714,False
2996,5,20,325.1518302119545,False
2997,5,21,318.7515570301158,False
2998,5,22,318.48306439980485,False
2999,5,23,320.7460315932451,False
3000,5,0,320.6498775628236,False
3001,5,1,314.6827082148234,False
3002,5,2,308.5318965884824,False
3003,5,3,305.95298585291704,False
3004,5,4,306.7781993722353,False
3005,5,5,276.96337434131385,False
3006,5,6,181.4779793198867,False
3007,5,7,166.22828326273176,False
3008,5,8,166.44794562179126,False
3009,5,9,163.9647434521809,False
3010,5,10,162.61866268240925,False
3011,5,11,151.74182334696022,False
3012,5,12,143.1751026516881,False
3013,5,13,135.2897440966961,False
3014,5,14,134.9175668881028,False
3015,5,15,149.09795219988538,False
3016,5,16,175.57395942560544,False
3017,5,17,262.41139977944755,False
3018,5,18,334.57140690571754,False
3019,5,19,332.6932242548714,False
3020,5,20,325.1518302119545,False
3021,5,21,318.7515570301158,False
3022,5,22,318.48306439980485,False
3023,5,23,320.7460315932451,False
3024,5,0,320.6498775628236,False
3025,5,1,314.6827082148234,False
3026,5,2,308.5318965884824,False
3027,5,3,305.95298585291704,False
3028,5,4,306.7781993722353,False
3029,5,5,276.96337434131385,False
3030,5,6,181.4779793198867,False
3031,5,7,166.22828326273176,False
3032,5,8,166.44794562179126,False
3033,5,9,163.9647434521809,False
3034,5,10,162.61866268240925,False
3035,5,11,151.74182334696022,False
