hour_of_year,month,hour,lrmer_co2e_c,synthetic
4994,7,2,339.1992086185521,False
4995,7,3,337.75349970430636,False
4996,7,4,333.1995254121748,False
4997,7,5,317.4986921004255,False
4998,7,6,195.4277691892287,False
4999,7,7,161.11130955755675,False
5000,7,8,181.7452268920902,False
5001,7,9,178.31850697032434,False
5002,7,10,162.2644699644548,False
5003,7,11,161.67366635933936,False
5004,7,12,144.7427957435664,False
5005,7,13,153.98633832112424,False
5006,7,14,171.7937984632464,False
5007,7,15,205.09242446312814,False
5008,7,16,233.56804594815304,False
5009,7,17,292.38099191077885,False
5010,7,18,361.99801771839384,False
5011,7,19,365.13677108310804,False
5012,7,20,362.00587588510876,False
5013,7,21,347.0878653186724,False
5014,7,22,331.59647349138095,False
5015,7,23,340.4204935825627,False
5016,7,0,349.2967078711891,False
5017,7,1,342.5625866756293,False
5018,7,2,339.1992086185521,False
5019,7,3,337.75349970430636,False
5020,7,4,333.1995254121748,False
5021,7,5,317.4986921004255,False
5022,7,6,195.4277691892287,False
5023,7,7,161.11130955755675,False
5024,7,8,181.7452268920902,False
5025,7,9,178.31850697032434,False
5026,7,10,162.2644699644548,False
5027,7,11,161.67366635933936,False
5028,7,12,144.7427957435664,False
5029,7,13,153.98633832112424,False
5030,7,14,171.7937984632464,False
5031,7,15,205.09242446312814,False
5032,7,16,233.56804594815304,False
5033,7,17,292.38099191077885,False
5034,7,18,361.99801771839384,False
5035,7,19,365.13677108310804,False
5036,7,20,362.00587588510876,False
5037,7,21,347.0878653186724,False
5038,7,22,331.59647349138095,False
5039,7,23,340.4204935825627,False
5040,7,0,349.2967078711891,False
5041,7,1,342.5625866756293,False
5042,7,2,339.1992086185521,False
5043,7,3,337.75349970430636,False
5044,7,4,333.1995254121748,False
5045,7,5,317.4986921004255,False
5046,7,6,195.4277691892287,False
5047,7,7,161.11130955755675,False
5048,7,8,181.7452268920902,False
5049,7,9,178.31850697032434,False
5050,7,10,162.2644699644548,False
5051,7,11,161.67366635933936,False
5052,7,12,144.7427957435664,False
5053,7,13,153.98633832112424,False
5054,7,14,171.7937984632464,False
5055,7,15,205.09242446312814,False
5056,7,16,233.56804594815304,False
5057,7,17,292.38099191077885,False
5058,7,18,361.99801771839384,False
5059,7,19,365.13677108310804,False
5060,7,20,362.00587588510876,False
5061,7,21,347.0878653186724,False
5062,7,22,331.59647349138095,False
5063,7,23,340.4204935825627,False
5064,7,0,349.2967078711891,False
5065,7,1,342.5625866756293,False
5066,7,2,339.1992086185521,False
5067,7,3,337.75349970430636,False
5068,7,4,333.1995254121748,False
5069,7,5,317.4986921004255,False
5070,7,6,195.4277691892287,False
5071,7,7,161.11130955755675,False
5072,7,8,181.7452268920902,False
5073,7,9,178.31850697032434,False
5074,7,10,162.2644699644548,False
5075,7,11,161.67366635933936,False
5076,7,12,144.7427957435664,False
5077,7,13,153.98633832112424,False
5078,7,14,171.7937984632464,False
5079,7,15,205.09242446312814,False
5080,7,16,233.56804594815304,False
5081,7,17,292.38099191077885,False
5082,7,18,361.99801771839384,False
5083,7,19,365.13677108310804,False
5084,7,20,362.00587588510876,False
5085,7,21,347.0878653186724,False
5086,7,22,331.59647349138095,False
5087,7,23,340.4204935825627,False
5088,7,0,349.2967078711891,False
5089,7,1,342.5625866756293,False
5090,7,2,339.1992086185521,False
5091,7,3,337.75349970430636,False
5092,7,4,333.1995254121748,False
5093,7,5,317.4986921004255,False
5094,7,6,195.4277691892287,False
5095,7,7,161.11130955755675,False
5096,7,8,181.7452268920902,False
5097,7,9,178.31850697032434,False
5098,7,10,162.2644699644548,False
5099,7,11,161.67366635933936,False
5100,7,12,144.7427957435664,False
5101,7,13,153.98633832112424,False
5102,7,14,171.7937984632464,False
5103,7,15,205.09242446312814,False
5104,7,16,233.56804594815304,False
5105,7,17,292.38099191077885,False
5106,7,18,361.99801771839384,False
5107,7,19,365.13677108310804,False
5108,7,20,362.00587588510876,False
5109,7,21,347.0878653186724,False
5110,7,22,331.59647349138095,False
5111,7,23,340.4204935825627,False
5112,8,0,338.5536356350846,False
5113,8,1,346.31884978708,False
5114,8,2,347.10170648059295,False
5115,8,3,347.5183226795781,False
5116,8,4,344.57382991464,False
5117,8,5,331.6661753354003,False
5118,8,6,233.84808844214402,False
5119,8,7,196.461999325673,False
5120,8,8,208.28939760067937,False
5121,8,9,200.1825195478185,False
5122,8,10,181.55270542720717,False
5123,8,11,183.73340717888527,False
5124,8,12,164.778458383977,False
5125,8,13,176.59185388779852,False
5126,8,14,192.02642573185926,False
5127,8,15,213.31411771829903,False
5128,8,16,256.11902992293295,False
5129,8,17,314.2025002697761,False
5130,8,18,361.8255946053537,False
5131,8,19,357.0296269170064,False
5132,8,20,348.6105917573984,False
5133,8,21,340.19018268170066,False
5134,8,22,333.23343821204554,False
5135,8,23,339.3789650121226,False
5136,8,0,338.5536356350846,False
5137,8,1,346.31884978708,False
5138,8,2,347.10170648059295,False
5139,8,3,347.5183226795781,False
5140,8,4,344.57382991464,False
5141,8,5,331.6661753354003,False
5142,8,6,233.84808844214402,False
5143,8,7,196.461999325673,False
5144,8,8,208.28939760067937,False
5145,8,9,200.1825195478185,False
5146,8,10,181.55270542720717,False
5147,8,11,183.73340717888527,False
5148,8,12,164.778458383977,False
5149,8,13,176.59185388779852,False
5150,8,14,192.02642573185926,False
5151,8,15,213.31411771829903,False
5152,8,16,256.11902992293295,False
5153,8,17,314.2025002697761,False
5154,8,18,361.8255946053537,False
5155,8,19,357.0296269170064,False
5156,8,20,348.6105917573984,False
5157,8,21,340.19018268170066,False
5158,8,22,333.23343821204554,False
5159,8,23,339.3789650121226,False
5160,8,0,338.5536356350846,False
5161,8,1,346.31884978708,False
5162,8,2,347.10170648059295,False
5163,8,3,347.5183226795781,False
5164,8,4,344.57382991464,False
5165,8,5,331.6661753354003,False
5166,8,6,233.84808844214402,False
5167,8,7,196.461999325673,False
5168,8,8,208.28939760067937,False
5169,8,9,200.1825195478185,False
5170,8,10,181.55270542720717,False
5171,8,11,183.73340717888527,False
5172,8,12,164.778458383977,False
5173,8,13,176.59185388779852,False
5174,8,14,192.02642573185926,False
5175,8,15,213.31411771829903,False
5176,8,16,256.11902992293295,False
5177,8,17,314.2025002697761,False
5178,8,18,361.8255946053537,False
5179,8,19,357.0296269170064,False
5180,8,20,348.6105917573984,False
5181,8,21,340.19018268170066,False
5182,8,22,333.23343821204554,False
5183,8,23,339.3789650121226,False
5184,8,0,338.5536356350846,False
5185,8,1,346.31884978708,False
5186,8,2,347.10170648059295,False
5187,8,3,347.5183226795781,False
5188,8,4,344.57382991464,False
5189,8,5,331.6661753354003,False
5190,8,6,233.84808844214402,False
5191,8,7,196.461999325673,False
5192,8,8,208.28939760067937,False
5193,8,9,200.1825195478185,False
5194,8,10,181.55270542720717,False
5195,8,11,183.73340717888527,False
5196,8,12,164.778458383977,False
5197,8,13,176.59185388779852,False
5198,8,14,192.02642573185926,False
5199,8,15,213.31411771829903,False
5200,8,16,256.11902992293295,False
5201,8,17,314.2025002697761,False
5202,8,18,361.8255946053537,False
5203,8,19,357.0296269170064,False
5204,8,20,348.6105917573984,False
5205,8,21,340.19018268170066,False
5206,8,22,333.23343821204554,False
5207,8,23,339.3789650121226,False
5208,8,0,338.5536356350846,False
5209,8,1,346.31884978708,False
5210,8,2,347.10170648059295,False
5211,8,3,347.5183226795781,False
5212,8,4,344.57382991464,False
5213,8,5,331.6661753354003,False
5214,8,6,233.84808844214402,False
5215,8,7,196.461999325673,False
5216,8,8,208.28939760067937,False
5217,8,9,200.1825195478185,False
5218,8,10,181.55270542720717,False
5219,8,11,183.73340717888527,False
5220,8,12,164.778458383977,False
5221,8,13,176.59185388779852,False
5222,8,14,192.02642573185926,False
5223,8,15,213.31411771829903,False
5224,8,16,256.11902992293295,False
5225,8,17,314.2025002697761,False
5226,8,18,361.8255946053537,False
5227,8,19,357.0296269170064,False
5228,8,20,348.6105917573984,False
5229,8,21,340.19018268170066,False
5230,8,22,333.23343821204554,False
5231,8,23,339.3789650121226,False
5232,8,0,338.5536356350846,False
5233,8,1,346.31884978708,False
5234,8,2,347.10170648059295,False
5235,8,3,347.5183226795781,False
5236,8,4,344.57382991464,False
5237,8,5,331.6661753354003,False
5238,8,6,233.84808844214402,False
5239,8,7,196.461999325673,False
5240,8,8,208.28939760067937,False
5241,8,9,200.1825195478185,False
5242,8,10,181.55270542720717,False
5243,8,11,183.73340717888527,False
5244,8,12,164.778458383977,False
5245,8,13,176.59185388779852,False
5246,8,14,192.02642573185926,False
5247,8,15,213.31411771829903,False
5248,8,16,256.11902992293295,False
5249,8,17,314.2025002697761,False
5250,8,18,361.8255946053537,False
5251,8,19,357.0296269170064,False
5252,8,20,348.6105917573984,False
5253,8,21,340.19018268170066,False
5254,8,22,333.23343821204554,False
5255,8,23,339.3789650121226,False
5256,8,0,338.5536356350846,False
5257,8,1,346.31884978708,False
5258,8,2,347.10170648059295,False
5259,8,3,347.5183226795781,False
5260,8,4,344.57382991464,False
5261,8,5,331.6661753354003,False
5262,8,6,233.84808844214402,False
5263,8,7,196.461999325673,False
5264,8,8,208.28939760067937,False
5265,8,9,200.1825195478185,False
5266,8,10,181.55270542720717,False
5267,8,11,183.73340717888527,False
5268,8,12,164.778458383977,False
5269,8,13,176.59185388779852,False
5270,8,14,192.02642573185926,False
5271,8,15,213.31411771829903,False
5272,8,16,256.11902992293295,False
5273,8,17,314.2025002697761,False
5274,8,18,361.8255946053537,False
5275,8,19,357.0296269170064,False
5276,8,20,348.6105917573984,False
5277,8,21,340.19018268170066,False
5278,8,22,333.23343821204554,False
5279,8,23,339.3789650121226,False
5280,8,0,338.5536356350846,False
5281,8,1,346.31884978708,False
5282,8,2,347.10170648059295,False
5283,8,3,347.5183226795781,False
5284,8,4,344.57382991464,False
5285,8,5,331.6661753354003,False
5286,8,6,233.84808844214402,False
5287,8,7,196.461999325673,False
5288,8,8,208.28939760067937,False
5289,8,9,200.1825195478185,False
5290,8,10,181.55270542720717,False
5291,8,11,183.73340717888527,False
5292,8,12,164.778458383977,False
5293,8,13,176.59185388779852,False
5294,8,14,192.02642573185926,False
5295,8,15,213.31411771829903,False
5296,8,16,256.11902992293295,False
5297,8,17,314.2025002697761,False
5298,8,18,361.8255946053537,False
5299,8,19,357.0296269170064,False
5300,8,20,348.6105917573984,False
5301,8,21,340.19018268170066,False
5302,8,22,333.23343821204554,False
5303,8,23,339.3789650121226,False
5304,8,0,338.5536356350846,False
5305,8,1,346.31884978708,False
5306,8,2,347.10170648059295,False
5307,8,3,347.5183226795781,False
5308,8,4,344.57382991464,False
5309,8,5,331.6661753354003,False
5310,8,6,233.84808844214402,False
5311,8,7,196.461999325673,False
5312,8,8,208.28939760067937,False
5313,8,9,200.1825195478185,False
5314,8,10,181.55270542720717,False
5315,8,11,183.73340717888527,False
5316,8,12,164.778458383977,False
5317,8,13,176.59185388779852,False
5318,8,14,192.02642573185926,False
5319,8,15,213.31411771829903,False
5320,8,16,256.11902992293295,False
5321,8,17,314.2025002697761,False
5322,8,18,361.8255946053537,False
5323,8,19,357.0296269170064,False
5324,8,20,348.6105917573984,False
5325,8,21,340.19018268170066,False
5326,8,22,333.23343821204554,False
5327,8,23,339.3789650121226,False
5328,8,0,338.5536356350846,False
5329,8,1,346.31884978708,False
5330,8,2,347.10170648059295,False
5331,8,3,347.5183226795781,False
5332,8,4,344.57382991464,False
5333,8,5,331.6661753354003,False
5334,8,6,233.84808844214402,False
5335,8,7,196.461999325673,False
5336,8,8,208.28939760067937,False
5337,8,9,200.1825195478185,False
5338,8,10,181.55270542720717,False
5339,8,11,183.73340717888527,False
5340,8,12,164.778458383977,False
5341,8,13,176.59185388779852,False
5342,8,14,192.02642573185926,False
5343,8,15,213.31411771829903,False
5344,8,16,256.11902992293295,False
5345,8,17,314.2025002697761,False
5346,8,18,361.8255946053537,False
5347,8,19,357.0296269170064,False
5348,8,20,348.6105917573984,False
5349,8,21,340.19018268170066,False
5350,8,22,333.23343821204554,False
5351,8,23,339.3789650121226,False
5352,8,0,338.5536356350846,False
5353,8,1,346.31884978708,False
5354,8,2,347.10170648059295,False
5355,8,3,347.5183226795781,False
5356,8,4,344.57382991464,False
5357,8,5,331.6661753354003,False
5358,8,6,233.84808844214402,False
5359,8,7,196.461999325673,False
5360,8,8,208.28939760067937,False
5361,8,9,200.1825195478185,False
5362,8,10,181.55270542720717,False
5363,8,11,183.73340717888527,False
5364,8,12,164.778458383977,False
5365,8,13,176.59185388779852,False
5366,8,14,192.02642573185926,False
5367,8,15,213.31411771829903,False
5368,8,16,256.11902992293295,False
5369,8,17,314.2025002697761,False
5370,8,18,361.8255946053537,False
5371,8,19,357.0296269170064,False
5372,8,20,348.6105917573984,False
5373,8,21,340.19018268170066,False
5374,8,22,333.23343821204554,False
5375,8,23,339.3789650121226,False
5376,8,0,338.5536356350846,False
5377,8,1,346.31884978708,False
5378,8,2,347.10170648059295,False
5379,8,3,347.5183226795781,False
5380,8,4,344.57382991464,False
5381,8,5,331.6661753354003,False
5382,8,6,233.84808844214402,False
5383,8,7,196.461999325673,False
5384,8,8,208.28939760067937,False
5385,8,9,200.1825195478185,False
5386,8,10,181.55270542720717,False
5387,8,11,183.73340717888527,False
5388,8,12,164.778458383977,False
5389,8,13,176.59185388779852,False
5390,8,14,192.02642573185926,False
5391,8,15,213.31411771829903,False
5392,8,16,256.11902992293295,False
5393,8,17,314.2025002697761,False
5394,8,18,361.8255946053537,False
5395,8,19,357.0296269170064,False
5396,8,20,348.6105917573984,False
5397,8,21,340.19018268170066,False
5398,8,22,333.23343821204554,False
5399,8,23,339.3789650121226,False
5400,8,0,338.5536356350846,False
5401,8,1,346.31884978708,False
5402,8,2,347.10170648059295,False
5403,8,3,347.5183226795781,False
5404,8,4,344.57382991464,False
5405,8,5,331.6661753354003,False
5406,8,6,233.84808844214402,False
5407,8,7,196.461999325673,False
5408,8,8,208.28939760067937,False
5409,8,9,200.1825195478185,False
5410,8,10,181.55270542720717,False
5411,8,11,183.73340717888527,False
5412,8,12,164.778458383977,False
5413,8,13,176.59185388779852,False
5414,8,14,192.02642573185926,False
5415,8,15,213.31411771829903,False
5416,8,16,256.11902992293295,False
5417,8,17,314.2025002697761,False
5418,8,18,361.8255946053537,False
5419,8,19,357.0296269170064,False
5420,8,20,348.6105917573984,False
5421,8,21,340.19018268170066,False
5422,8,22,333.23343821204554,False
5423,8,23,339.3789650121226,False
5424,8,0,338.5536356350846,False
5425,8,1,346.31884978708,False
5426,8,2,347.10170648059295,False
5427,8,3,347.5183226795781,False
5428,8,4,344.57382991464,False
5429,8,5,331.6661753354003,False
5430,8,6,233.84808844214402,False
5431,8,7,196.461999325673,False
5432,8,8,208.28939760067937,False
5433,8,9,200.1825195478185,False
5434,8,10,181.55270542720717,False
5435,8,11,183.73340717888527,False
5436,8,12,164.778458383977,False
5437,8,13,176.59185388779852,False
5438,8,14,192.02642573185926,False
5439,8,15,213.31411771829903,False
5440,8,16,256.11902992293295,False
5441,8,17,314.2025002697761,False
5442,8,18,361.8255946053537,False
5443,8,19,357.0296269170064,False
5444,8,20,348.6105917573984,False
5445,8,21,340.19018268170066,False
5446,8,22,333.23343821204554,False
5447,8,23,339.3789650121226,False
5448,8,0,338.5536356350846,False
5449,8,1,346.31884978708,False
5450,8,2,347.10170648059295,False
5451,8,3,347.5183226795781,False
5452,8,4,344.57382991464,False
5453,8,5,331.6661753354003,False
5454,8,6,233.84808844214402,False
5455,8,7,196.461999325673,False
5456,8,8,208.28939760067937,False
5457,8,9,200.1825195478185,False
5458,8,10,181.55270542720717,False
5459,8,11,183.73340717888527,False
5460,8,12,164.778458383977,False
5461,8,13,176.59185388779852,False
5462,8,14,192.02642573185926,False
5463,8,15,213.31411771829903,False
5464,8,16,256.11902992293295,False
5465,8,17,314.2025002697761,False
5466,8,18,361.8255946053537,False
5467,8,19,357.0296269170064,False
5468,8,20,348.6105917573984,False
5469,8,21,340.19018268170066,False
5470,8,22,333.23343821204554,False
5471,8,23,339.3789650121226,False
5472,8,0,338.5536356350846,False
5473,8,1,346.31884978708,False
5474,8,2,347.10170648059295,False
5475,8,3,347.5183226795781,False
5476,8,4,344.57382991464,False
5477,8,5,331.6661753354003,False
5478,8,6,233.84808844214402,False
5479,8,7,196.461999325673,False
5480,8,8,208.28939760067937,False
5481,8,9,200.1825195478185,False
5482,8,10,181.55270542720717,False
5483,8,11,183.73340717888527,False
5484,8,12,164.778458383977,False
5485,8,13,176.59185388779852,False
5486,8,14,192.02642573185926,False
5487,8,15,213.31411771829903,False
5488,8,16,256.11902992293295,False
5489,8,17,314.2025002697761,False
5490,8,18,361.8255946053537,False
5491,8,19,357.0296269170064,False
5492,8,20,348.6105917573984,False
5493,8,21,340.19018268170066,False
5494,8,22,333.23343821204554,False
5495,8,23,339.3789650121226,False
5496,8,0,338.5536356350846,False
5497,8,1,346.31884978708,False
5498,8,2,347.10170648059295,False
5499,8,3,347.5183226795781,False
5500,8,4,344.57382991464,False
5501,8,5,331.6661753354003,False
5502,8,6,233.84808844214402,False
5503,8,7,196.461999325673,False
5504,8,8,208.28939760067937,False
5505,8,9,200.1825195478185,False
5506,8,10,181.55270542720717,False
5507,8,11,183.73340717888527,False
5508,8,12,164.778458383977,False
5509,8,13,176.59185388779852,False
5510,8,14,192.02642573185926,False
5511,8,15,213.31411771829903,False
5512,8,16,256.11902992293295,False
5513,8,17,314.2025002697761,False
5514,8,18,361.8255946053537,False
5515,8,19,357.0296269170064,False
5516,8,20,348.6105917573984,False
5517,8,21,340.19018268170066,False
5518,8,22,333.23343821204554,False
5519,8,23,339.3789650121226,False
5520,8,0,338.5536356350846,False
5521,8,1,346.31884978708,False
5522,8,2,347.10170648059295,False
5523,8,3,347.5183226795781,False
5524,8,4,344.57382991464,False
5525,8,5,331.6661753354003,False
5526,8,6,233.84808844214402,False
5527,8,7,196.461999325673,False
5528,8,8,208.28939760067937,False
5529,8,9,200.1825195478185,False
5530,8,10,181.55270542720717,False
5531,8,11,183.73340717888527,False
5532,8,12,164.778458383977,False
5533,8,13,176.59185388779852,False
5534,8,14,192.02642573185926,False
5535,8,15,213.31411771829903,False
5536,8,16,256.11902992293295,False
5537,8,17,314.2025002697761,False
5538,8,18,361.8255946053537,False
5539,8,19,357.0296269170064,False
5540,8,20,348.6105917573984,False
5541,8,21,340.19018268170066,False
5542,8,22,333.23343821204554,False
5543,8,23,339.3789650121226,False
5544,8,0,338.5536356350846,False
5545,8,1,346.31884978708,False
5546,8,2,347.10170648059295,False
5547,8,3,347.5183226795781,False
5548,8,4,344.57382991464,False
5549,8,5,331.6661753354003,False
5550,8,6,233.84808844214402,False
5551,8,7,196.461999325673,False
5552,8,8,208.28939760067937,False
5553,8,9,200.1825195478185,False
5554,8,10,181.55270542720717,False
5555,8,11,183.73340717888527,False
5556,8,12,164.778458383977,False
5557,8,13,176.59185388779852,False
5558,8,14,192.02642573185926,False
5559,8,15,213.31411771829903,False
5560,8,16,256.11902992293295,False
5561,8,17,314.2025002697761,False
5562,8,18,361.8255946053537,False
5563,8,19,357.0296269170064,False
5564,8,20,348.6105917573984,False
5565,8,21,340.19018268170066,False
5566,8,22,333.23343821204554,False
5567,8,23,339.3789650121226,False
5568,8,0,338.5536356350846,False
5569,8,1,346.31884978708,False
5570,8,2,347.10170648059295,False
5571,8,3,347.5183226795781,False
5572,8,4,344.57382991464,False
5573,8,5,331.6661753354003,False
5574,8,6,233.84808844214402,False
5575,8,7,196.461999325673,False
5576,8,8,208.28939760067937,False
5577,8,9,200.1825195478185,False
5578,8,10,181.55270542720717,False
5579,8,11,183.73340717888527,False
5580,8,12,164.778458383977,False
5581,8,13,176.59185388779852,False
5582,8,14,192.02642573185926,False
5583,8,15,213.31411771829903,False
5584,8,16,256.11902992293295,False
5585,8,17,314.2025002697761,False
5586,8,18,361.8255946053537,False
5587,8,19,357.0296269170064,False
5588,8,20,348.6105917573984,False
5589,8,21,340.19018268170066,False
5590,8,22,333.23343821204554,False
5591,8,23,339.3789650121226,False
5592,8,0,338.5536356350846,False
5593,8,1,346.31884978708,False
5594,8,2,347.10170648059295,False
5595,8,3,347.5183226795781,False
5596,8,4,344.57382991464,False
5597,8,5,331.6661753354003,False
5598,8,6,233.84808844214402,False
5599,8,7,196.461999325673,False
5600,8,8,208.28939760067937,False
5601,8,9,200.1825195478185,False
5602,8,10,181.55270542720717,False
5603,8,11,183.73340717888527,False
5604,8,12,164.778458383977,False
5605,8,13,176.59185388779852,False
5606,8,14,192.02642573185926,False
5607,8,15,213.31411771829903,False
5608,8,16,256.11902992293295,False
5609,8,17,314.2025002697761,False
5610,8,18,361.8255946053537,False
5611,8,19,357.0296269170064,False
5612,8,20,348.6105917573984,False
5613,8,21,340.19018268170066,False
5614,8,22,333.23343821204554,False
5615,8,23,339.3789650121226,False
5616,8,0,338.5536356350846,False
5617,8,1,346.31884978708,False
5618,8,2,347.10170648059295,False
5619,8,3,347.5183226795781,False
5620,8,4,344.57382991464,False
5621,8,5,331.6661753354003,False
5622,8,6,233.84808844214402,False
5623,8,7,196.461999325673,False
5624,8,8,208.28939760067937,False
5625,8,9,200.1825195478185,False
5626,8,10,181.55270542720717,False
5627,8,11,183.73340717888527,False
5628,8,12,164.778458383977,False
5629,8,13,176.59185388779852,False
5630,8,14,192.02642573185926,False
5631,8,15,213.31411771829903,False
5632,8,16,256.11902992293295,False
5633,8,17,314.2025002697761,False
5634,8,18,361.8255946053537,False
5635,8,19,357.0296269170064,False
5636,8,20,348.6105917573984,False
5637,8,21,340.19018268170066,False
5638,8,22,333.23343821204554,False
5639,8,23,339.3789650121226,False
5640,8,0,338.5536356350846,False
5641,8,1,346.31884978708,False
5642,8,2,347.10170648059295,False
5643,8,3,347.5183226795781,False
5644,8,4,344.57382991464,False
5645,8,5,331.6661753354003,False
5646,8,6,233.84808844214402,False
5647,8,7,196.461999325673,False
5648,8,8,208.28939760067937,False
5649,8,9,200.1825195478185,False
5650,8,10,181.55270542720717,False
5651,8,11,183.73340717888527,False
5652,8,12,164.778458383977,False
5653,8,13,176.59185388779852,False
5654,8,14,192.02642573185926,False
5655,8,15,213.31411771829903,False
5656,8,16,256.11902992293295,False
5657,8,17,314.2025002697761,False
5658,8,18,361.8255946053537,False
5659,8,19,357.0296269170064,False
5660,8,20,348.6105917573984,False
5661,8,21,340.19018268170066,False
5662,8,22,333.23343821204554,False
5663,8,23,339.3789650121226,False
5664,8,0,338.5536356350846,False
5665,8,1,346.31884978708,False
5666,8,2,347.10170648059295,False
5667,8,3,347.5183226795781,False
5668,8,4,344.57382991464,False
5669,8,5,331.6661753354003,False
5670,8,6,233.84808844214402,False
5671,8,7,196.461999325673,False
5672,8,8,208.28939760067937,False
5673,8,9,200.1825195478185,False
5674,8,10,181.55270542720717,False
5675,8,11,183.73340717888527,False
5676,8,12,164.778458383977,False
5677,8,13,176.59185388779852,False
5678,8,14,192.02642573185926,False
5679,8,15,213.31411771829903,False
5680,8,16,256.11902992293295,False
5681,8,17,314.2025002697761,False
5682,8,18,361.8255946053537,False
5683,8,19,357.0296269170064,False
5684,8,20,348.6105917573984,False
5685,8,21,340.19018268170066,False
5686,8,22,333.23343821204554,False
5687,8,23,339.3789650121226,False
5688,8,0,338.5536356350846,False
5689,8,1,346.31884978708,False
5690,8,2,347.10170648059295,False
5691,8,3,347.5183226795781,False
5692,8,4,344.57382991464,False
5693,8,5,331.6661753354003,False
5694,8,6,233.84808844214402,False
5695,8,7,196.461999325673,False
5696,8,8,208.28939760067937,False
5697,8,9,200.1825195478185,False
5698,8,10,181.55270542720717,False
5699,8,11,183.73340717888527,False
5700,8,12,164.778458383977,False
5701,8,13,176.59185388779852,False
5702,8,14,192.02642573185926,False
5703,8,15,213.31411771829903,False
5704,8,16,256.11902992293295,False
5705,8,17,314.2025002697761,False
5706,8,18,361.8255946053537,False
5707,8,19,357.0296269170064,False
5708,8,20,348.6105917573984,False
5709,8,21,340.19018268170066,False
5710,8,22,333.23343821204554,False
5711,8,23,339.3789650121226,False
5712,8,0,338.5536356350846,False
5713,8,1,346.31884978708,False
5714,8,2,347.10170648059295,False
5715,8,3,347.5183226795781,False
5716,8,4,344.57382991464,False
5717,8,5,331.6661753354003,False
5718,8,6,233.84808844214402,False
5719,8,7,196.461999325673,False
5720,8,8,208.28939760067937,False
5721,8,9,200.1825195478185,False
5722,8,10,181.55270542720717,False
5723,8,11,183.73340717888527,False
5724,8,12,164.778458383977,False
5725,8,13,176.59185388779852,False
5726,8,14,192.02642573185926,False
5727,8,15,213.31411771829903,False
5728,8,16,256.11902992293295,False
5729,8,17,314.2025002697761,False
5730,8,18,361.8255946053537,False
5731,8,19,357.0296269170064,False
5732,8,20,348.6105917573984,False
5733,8,21,340.19018268170066,False
5734,8,22,333.23343821204554,False
5735,8,23,339.3789650121226,False
5736,8,0,338.5536356350846,False
5737,8,1,346.31884978708,False
5738,8,2,347.10170648059295,False
5739,8,3,347.5183226795781,False
5740,8,4,344.57382991464,False
5741,8,5,331.6661753354003,False
5742,8,6,233.84808844214402,False
5743,8,7,196.461999325673,False
5744,8,8,208.28939760067937,False
5745,8,9,200.1825195478185,False
5746,8,10,181.55270542720717,False
5747,8,11,183.73340717888527,False
5748,8,12,164.778458383977,False
5749,8,13,176.59185388779852,False
5750,8,14,192.02642573185926,False
5751,8,15,213.31411771829903,False
5752,8,16,256.11902992293295,False
5753,8,17,314.2025002697761,False
5754,8,18,361.8255946053537,False
5755,8,19,357.0296269170064,False
5756,8,20,348.6105917573984,False
5757,8,21,340.19018268170066,False
5758,8,22,333.23343821204554,False
5759,8,23,339.3789650121226,False
5760,8,0,338.5536356350846,False
5761,8,1,346.31884978708,False
5762,8,2,347.10170648059295,False
5763,8,3,347.5183226795781,False
5764,8,4,344.57382991464,False
5765,8,5,331.6661753354003,False
5766,8,6,233.84808844214402,False
5767,8,7,196.461999325673,False
5768,8,8,208.28939760067937,False
5769,8,9,200.1825195478185,False
5770,8,10,181.55270542720717,False
5771,8,11,183.73340717888527,False
5772,8,12,164.778458383977,False
5773,8,13,176.59185388779852,False
5774,8,14,192.02642573185926,False
5775,8,15,213.31411771829903,False
5776,8,16,256.11902992293295,False
5777,8,17,314.2025002697761,False
5778,8,18,361.8255946053537,False
5779,8,19,357.0296269170064,False
5780,8,20,348.6105917573984,False
5781,8,21,340.19018268170066,False
5782,8,22,333.23343821204554,False
5783,8,23,339.3789650121226,False
5784,8,0,338.5536356350846,False
5785,8,1,346.31884978708,False
5786,8,2,347.10170648059295,False
5787,8,3,347.5183226795781,False
5788,8,4,344.57382991464,False
5789,8,5,331.6661753354003,False
5790,8,6,233.84808844214402,False
5791,8,7,196.461999325673,False
5792,8,8,208.28939760067937,False
5793,8,9,200.1825195478185,False
5794,8,10,181.55270542720717,False
5795,8,11,183.73340717888527,False
5796,8,12,164.778458383977,False
5797,8,13,176.59185388779852,False
5798,8,14,192.02642573185926,False
5799,8,15,213.31411771829903,False
5800,8,16,256.11902992293295,False
5801,8,17,314.2025002697761,False
5802,8,18,361.8255946053537,False
5803,8,19,357.0296269170064,False
5804,8,20,348.6105917573984,False
5805,8,21,340.19018268170066,False
5806,8,22,333.23343821204554,False
5807,8,23,339.3789650121226,False
5808,8,0,338.5536356350846,False
5809,8,1,346.31884978708,False
5810,8,2,347.10170648059295,False
5811,8,3,347.5183226795781,False
5812,8,4,344.57382991464,False
5813,8,5,331.6661753354003,False
5814,8,6,233.84808844214402,False
5815,8,7,196.461999325673,False
5816,8,8,208.28939760067937,False
5817,8,9,200.1825195478185,False
5818,8,10,181.55270542720717,False
5819,8,11,183.73340717888527,False
5820,8,12,164.778458383977,False
5821,8,13,176.59185388779852,False
